f_ghz,s21_msb_db,s21_lsb_db,s11_msb_db,s11_lsb_db,s22_db
1.445439769999999902e+00,9.060329660000000729e+00,3.090755140000000178e+00,-3.479692440000000175e+01,-4.076585080000000261e+01,-4.534197199999999839e+01
1.479108389999999940e+00,9.060271990000000386e+00,3.090744389999999786e+00,-3.467677119999999746e+01,-4.064564579999999694e+01,-4.514160950000000128e+01
1.513561249999999969e+00,9.060207730000000126e+00,3.090729220000000055e+00,-3.455442649999999816e+01,-4.052324740000000247e+01,-4.494127799999999695e+01
1.548816619999999977e+00,9.060136740000000799e+00,3.090709589999999896e+00,-3.442991299999999910e+01,-4.039867799999999676e+01,-4.474097679999999855e+01
1.584893190000000063e+00,9.060058870000000653e+00,3.090685469999999935e+00,-3.430325510000000122e+01,-4.027196200000000204e+01,-4.454070509999999672e+01
1.621810100000000032e+00,9.059973969999999710e+00,3.090656790000000154e+00,-3.417447909999999922e+01,-4.014312569999999880e+01,-4.434046219999999749e+01
1.659586910000000026e+00,9.059881839999999187e+00,3.090623519999999846e+00,-3.404361310000000174e+01,-4.001219689999999929e+01,-4.414024770000000331e+01
1.698243649999999993e+00,9.059782309999999228e+00,3.090585570000000004e+00,-3.391068680000000057e+01,-3.987920539999999647e+01,-4.394006089999999887e+01
1.737800830000000074e+00,9.059675159999999394e+00,3.090542870000000164e+00,-3.377573160000000030e+01,-3.974418229999999852e+01,-4.373990140000000082e+01
1.778279409999999894e+00,9.059560180000000074e+00,3.090495349999999863e+00,-3.363877999999999702e+01,-3.960716000000000037e+01,-4.353976870000000332e+01
1.819700859999999976e+00,9.059437109999999294e+00,3.090442889999999831e+00,-3.349986599999999726e+01,-3.946817250000000143e+01,-4.333966259999999693e+01
1.862087140000000085e+00,9.059305719999999340e+00,3.090385389999999788e+00,-3.335902490000000142e+01,-3.932725479999999862e+01,-4.313958269999999828e+01
1.905460719999999997e+00,9.059165719999999311e+00,3.090322739999999957e+00,-3.321629289999999912e+01,-3.918444300000000169e+01,-4.293952879999999794e+01
1.949844600000000039e+00,9.059016820000000081e+00,3.090254809999999797e+00,-3.307170729999999992e+01,-3.903977429999999771e+01,-4.273950059999999951e+01
1.995262309999999983e+00,9.058858719999999920e+00,3.090181460000000158e+00,-3.292530610000000024e+01,-3.889328660000000326e+01,-4.253949800000000181e+01
2.041737939999999973e+00,9.058691089999999946e+00,3.090102550000000114e+00,-3.277712830000000110e+01,-3.874501850000000047e+01,-4.233952099999999774e+01
2.089296130000000140e+00,9.058513570000000570e+00,3.090017909999999812e+00,-3.262721330000000108e+01,-3.859500930000000096e+01,-4.213956929999999801e+01
2.137962089999999815e+00,9.058325809999999478e+00,3.089927369999999840e+00,-3.247560109999999867e+01,-3.844329900000000322e+01,-4.193964319999999901e+01
2.187761619999999851e+00,9.058127419999999930e+00,3.089830759999999898e+00,-3.232233219999999818e+01,-3.828992769999999979e+01,-4.173974239999999725e+01
2.238721139999999998e+00,9.057917979999999147e+00,3.089727869999999932e+00,-3.216744729999999919e+01,-3.813493600000000328e+01,-4.153986729999999739e+01
2.290867650000000033e+00,9.057697060000000633e+00,3.089618499999999823e+00,-3.201098739999999765e+01,-3.797836459999999903e+01,-4.134001779999999826e+01
2.344228820000000102e+00,9.057464219999999955e+00,3.089502420000000082e+00,-3.185299360000000135e+01,-3.782025449999999722e+01,-4.114019420000000338e+01
2.398832919999999813e+00,9.057218960000000152e+00,3.089379420000000209e+00,-3.169350700000000032e+01,-3.766064649999999858e+01,-4.094039670000000086e+01
2.454708919999999850e+00,9.056960780000000710e+00,3.089249230000000068e+00,-3.153256890000000112e+01,-3.749958149999999790e+01,-4.074062550000000016e+01
2.511886430000000114e+00,9.056689159999999461e+00,3.089111599999999846e+00,-3.137022010000000094e+01,-3.733710030000000302e+01,-4.054088089999999767e+01
2.570395780000000130e+00,9.056403530000000757e+00,3.088966259999999853e+00,-3.120650140000000050e+01,-3.717324339999999694e+01,-4.034116319999999689e+01
2.630267990000000111e+00,9.056103320000000068e+00,3.088812910000000134e+00,-3.104145340000000175e+01,-3.700805090000000064e+01,-4.014147299999999774e+01
2.691534799999999894e+00,9.055787900000000334e+00,3.088651249999999848e+00,-3.087511629999999840e+01,-3.684156279999999839e+01,-3.994181040000000138e+01
2.754228700000000085e+00,9.055456630000000118e+00,3.088480960000000053e+00,-3.070752979999999965e+01,-3.667381859999999705e+01,-3.974217610000000178e+01
2.818382929999999842e+00,9.055108829999999998e+00,3.088301710000000089e+00,-3.053873330000000053e+01,-3.650485729999999762e+01,-3.954257040000000245e+01
2.884031499999999859e+00,9.054743809999999726e+00,3.088113129999999984e+00,-3.036876570000000086e+01,-3.633471740000000239e+01,-3.934299399999999736e+01
2.951209229999999906e+00,9.054360799999999543e+00,3.087914850000000211e+00,-3.019766519999999943e+01,-3.616343679999999949e+01,-3.914344739999999945e+01
3.019951719999999895e+00,9.053959040000000513e+00,3.087706499999999910e+00,-3.002546960000000098e+01,-3.599105300000000085e+01,-3.894393120000000152e+01
3.090295429999999843e+00,9.053537699999999688e+00,3.087487649999999917e+00,-2.985221599999999853e+01,-3.581760260000000073e+01,-3.874444609999999756e+01
3.162277659999999990e+00,9.053095949999999448e+00,3.087257890000000060e+00,-2.967794089999999940e+01,-3.564312160000000063e+01,-3.854499260000000049e+01
3.235936569999999790e+00,9.052632870000000054e+00,3.087016760000000026e+00,-2.950268000000000157e+01,-3.546764550000000327e+01,-3.834557149999999837e+01
3.311311209999999949e+00,9.052147539999999992e+00,3.086763790000000007e+00,-2.932646839999999955e+01,-3.529120879999999971e+01,-3.814618360000000052e+01
3.388441559999999964e+00,9.051638979999999890e+00,3.086498499999999812e+00,-2.914934050000000099e+01,-3.511384549999999649e+01,-3.794682949999999977e+01
3.467368500000000076e+00,9.051106159999999790e+00,3.086220379999999874e+00,-2.897132990000000063e+01,-3.493558860000000266e+01,-3.774751020000000068e+01
3.548133889999999901e+00,9.050548020000000804e+00,3.085928879999999985e+00,-2.879246940000000166e+01,-3.475647060000000010e+01,-3.754822630000000316e+01
